id_cliente,score_credito,pais,sexo_biologico,idade,anos_de_cliente,saldo,servicos_adquiridos,tem_cartao_credito,membro_ativo,salario_estimado,churn
15585388,660,Alemanha,Homem,31,9,125189.75,2,1,1,139874.43,0
15724623,704,Alemanha,Mulher,24,7,113034.22,1,1,0,162503.48,1
15588537,615,Espanha,Mulher,41,9,109013.23,1,1,0,196499.96,0
15574692,667,Espanha,Mulher,39,2,0.0,2,1,0,40721.24,1
15611325,682,Alemanha,Homem,24,9,57929.81,2,0,0,53134.3,0
15587562,484,França,Mulher,29,4,130114.39,1,1,0,164017.89,0
15613172,628,Alemanha,Homem,27,5,95826.49,2,1,0,155996.96,0
15651022,480,Alemanha,Homem,44,10,129608.57,1,1,0,5472.7,1
15586310,578,França,Homem,30,4,169462.09,1,1,0,112187.11,0
15625524,512,França,Homem,40,5,0.0,2,1,1,146457.83,0
15755209,484,Espanha,Mulher,35,7,133868.21,1,1,1,27286.1,0
15645248,510,França,Mulher,30,0,0.0,2,1,1,130553.47,0
15790355,606,Alemanha,Homem,36,5,190479.48,2,0,0,179351.89,0
15762615,597,Espanha,Mulher,40,8,101993.12,1,0,1,94774.12,0
15625426,754,Alemanha,Mulher,55,3,161608.81,1,1,0,8080.85,1
15716334,850,Espanha,Mulher,45,2,122311.21,1,1,1,19482.5,0
15789669,510,França,Homem,65,2,0.0,2,1,1,48071.61,0
15621075,778,Alemanha,Mulher,45,1,162150.42,2,1,0,174531.27,0
15810845,636,França,Homem,42,2,0.0,2,1,1,55470.78,0
15719377,804,França,Mulher,50,4,0.0,1,1,1,8546.87,1
15654506,514,França,Homem,32,8,0.0,2,1,0,95857.18,0
15771977,730,França,Mulher,39,1,99010.67,1,1,0,194945.8,0
15708710,525,Espanha,Mulher,37,0,0.0,1,0,1,131521.72,0
15726676,616,Espanha,Homem,30,5,0.0,2,0,1,196108.51,0
15587421,687,Alemanha,Mulher,34,7,111388.18,2,1,0,148564.76,0
15726931,715,França,Mulher,41,8,56214.85,2,0,0,92982.61,1
15771086,512,França,Mulher,36,3,84327.77,2,1,0,17675.36,0
15756850,479,França,Homem,40,1,0.0,2,0,0,114996.43,0
15702741,601,França,Homem,32,8,93012.89,1,1,0,86957.42,0
15679200,580,Espanha,Homem,29,9,61710.44,2,1,0,128077.8,0
15594815,807,França,Homem,35,3,174790.15,1,1,1,600.36,0
15635905,616,Espanha,Mulher,32,6,0.0,2,1,1,43001.46,0
15777892,721,Alemanha,Homem,37,3,107720.64,1,1,1,158591.12,0
15656176,501,França,Homem,57,10,0.0,2,1,1,47847.19,0
15811127,521,França,Homem,35,6,96423.84,1,1,0,10488.44,0
15604482,850,Espanha,Homem,30,2,141040.01,1,1,1,5978.2,0
15622911,759,França,Homem,42,4,105420.18,1,0,1,121409.06,0
15600974,516,Espanha,Homem,50,5,0.0,1,0,1,146145.93,1
15727868,711,França,Mulher,38,2,129022.06,2,1,1,14374.86,1
15627801,512,Espanha,Homem,33,3,176666.62,1,1,0,94670.77,0
15773039,550,França,Homem,37,3,0.0,1,1,1,179670.31,0
15755262,608,Espanha,Mulher,41,3,89763.84,1,0,0,199304.74,1
15679531,618,França,Homem,34,5,134954.53,1,1,1,151954.39,0
15684181,643,França,Homem,45,5,0.0,1,1,0,142513.5,1
15612087,671,França,Homem,45,2,106376.85,1,0,1,158264.62,0
15752047,689,Alemanha,Homem,33,2,161814.64,2,1,0,169381.9,0
15624592,603,França,Homem,31,8,0.0,2,1,1,169915.02,0
15573152,620,França,Mulher,41,9,0.0,2,0,0,88852.47,0
15594917,676,França,Mulher,34,1,63095.01,1,1,1,40645.81,0
15785542,572,Alemanha,Homem,26,4,118287.01,2,0,0,60427.3,0
15723488,668,Alemanha,Homem,47,7,106854.21,1,0,1,157959.02,1
15680920,695,França,Homem,46,7,49512.55,1,1,0,133007.34,0
15786308,730,Espanha,Mulher,33,9,0.0,2,0,0,176576.62,0
15659366,807,França,Homem,43,1,105799.32,2,1,0,34888.04,1
15774854,592,França,Homem,54,8,0.0,1,1,1,28737.71,1
15725311,726,França,Mulher,31,9,114722.05,2,1,1,98178.57,0
15787155,514,Espanha,Homem,30,7,0.0,1,0,1,125010.24,0
15727829,567,França,Homem,42,2,0.0,2,1,1,167984.61,0
15733247,850,França,Homem,33,10,0.0,1,1,0,4861.72,1
15568748,671,Alemanha,Homem,45,6,99564.22,1,1,1,108872.45,1
15699029,670,França,Homem,37,4,170557.91,2,1,0,198252.88,0
15774393,694,França,Mulher,30,9,0.0,2,1,1,26960.31,0
15676895,547,Alemanha,Mulher,39,6,74596.15,3,1,1,85746.52,1
15637753,751,Alemanha,Homem,50,2,96888.39,1,1,0,77206.25,1
15605461,594,Alemanha,Mulher,29,3,130830.22,1,1,0,61048.53,0
15808473,673,França,Homem,72,1,0.0,2,0,1,111981.19,0
15627000,610,França,Homem,40,0,0.0,2,1,0,62232.6,0
15787174,512,França,Mulher,37,1,0.0,2,0,1,156105.03,0
15723886,767,Alemanha,Homem,20,3,119714.25,2,0,1,150135.38,0
15704769,585,França,Mulher,67,5,113978.97,2,0,1,93146.11,0
15772896,763,Alemanha,Homem,42,6,100160.75,1,1,0,33462.94,1
15711540,712,França,Mulher,29,2,0.0,1,1,1,144375.0,0
15764866,539,Alemanha,Mulher,43,3,116220.5,3,1,0,55803.96,1
15794056,668,França,Mulher,46,2,0.0,3,1,0,89048.46,1
15795149,703,França,Homem,28,2,81173.83,2,0,1,162812.16,0
15812009,662,Espanha,Homem,38,4,0.0,2,1,0,136259.65,0
15651001,725,Alemanha,Mulher,39,5,116803.8,1,1,0,124052.97,0
15813844,703,França,Homem,37,8,105961.68,2,0,1,74158.8,0
15596175,659,Alemanha,Homem,67,6,117411.6,1,1,1,45071.09,1
15576269,523,Espanha,Homem,34,7,0.0,2,1,0,62030.06,0
15797219,635,França,Mulher,40,10,123497.58,1,1,0,131953.23,1
15685500,772,Alemanha,Homem,26,7,152400.51,2,1,0,79414.0,0
15599792,545,França,Mulher,26,1,0.0,2,1,1,199638.56,0
15657566,634,Alemanha,Homem,24,8,103097.85,1,1,1,157577.29,0
15772423,739,Alemanha,Homem,54,8,126418.14,1,1,0,134420.75,1
15628112,771,Alemanha,Mulher,36,5,77846.9,1,0,0,99805.99,0
15753754,587,Espanha,Mulher,34,1,0.0,2,1,1,97932.68,0
15793726,681,França,Mulher,79,0,0.0,2,0,1,170968.99,0
15694717,544,Alemanha,Homem,37,2,79731.91,1,1,1,57558.95,0
15665834,696,Espanha,Homem,28,8,0.0,1,0,0,176713.47,0
15765297,766,Espanha,Homem,41,0,0.0,2,0,1,34283.23,0
15636684,727,França,Homem,34,10,0.0,2,1,1,198637.34,0
15592979,671,Alemanha,Mulher,34,6,37266.67,2,0,0,156917.12,0
15750803,693,França,Mulher,30,6,127992.25,1,1,1,50457.2,0
15607178,850,Alemanha,Homem,38,3,54901.01,1,1,1,140075.55,0
15713853,732,Alemanha,Homem,42,9,108748.08,2,1,1,65323.11,0
15673481,726,Espanha,Mulher,48,6,99906.19,1,1,0,64323.24,0
15686776,557,França,Mulher,32,6,184686.41,2,1,0,14956.44,0
15673693,682,França,Mulher,26,0,110654.02,1,0,1,111879.21,0
15700696,738,Espanha,Homem,31,9,79019.8,1,1,1,18606.23,0
15813163,531,Espanha,Mulher,36,9,99240.51,1,1,0,123137.01,0
15653857,498,França,Homem,34,2,0.0,2,1,1,148528.24,0
15777076,651,França,Homem,36,7,0.0,2,1,0,13898.31,0
15717398,549,Espanha,Mulher,39,7,0.0,1,0,0,81259.25,1
15799217,791,Alemanha,Mulher,35,7,52436.2,1,1,0,161051.75,0
15787071,650,Espanha,Homem,41,9,0.0,2,0,1,191599.67,0
15619955,733,Alemanha,Homem,34,3,100337.96,3,1,0,48559.19,1
15796505,811,Alemanha,Mulher,34,1,149297.19,2,1,1,186339.74,0
15725166,707,França,Homem,30,8,0.0,2,1,0,33159.37,0
15800116,712,Alemanha,Homem,28,4,145605.44,1,0,1,93883.53,0
15758685,706,Espanha,Mulher,37,7,0.0,2,1,1,110899.3,0
15694456,756,França,Homem,62,3,0.0,1,1,1,11199.04,1
15767339,777,França,Mulher,53,10,0.0,2,1,0,189992.97,0
15683562,646,França,Homem,35,6,84026.86,1,0,1,164255.69,0
15782210,714,França,Homem,46,1,0.0,1,1,0,152167.79,1
15668893,782,França,Homem,39,8,0.0,2,1,1,33949.67,0
15669169,775,Espanha,Homem,29,10,0.0,2,1,1,68143.93,0
15643024,479,Alemanha,Homem,35,4,138718.92,1,1,1,47251.79,1
15699389,807,França,Homem,42,7,118274.71,1,1,1,25885.72,0
15708608,799,França,Mulher,22,8,174185.98,2,0,1,192633.85,0
15626144,675,França,Homem,40,7,113208.86,2,1,0,34577.36,0
15573112,602,Espanha,Homem,29,5,103907.28,1,1,0,161229.84,0
15790678,475,França,Mulher,32,8,119023.28,1,1,0,100816.29,0
15727556,744,Espanha,Mulher,26,5,166297.89,1,1,1,181694.44,0
15697307,588,Espanha,Homem,34,10,0.0,2,1,0,79078.91,0
15652266,703,Alemanha,Homem,42,9,63227.0,1,0,1,137316.32,0
15607098,747,Espanha,Mulher,41,5,94521.17,2,1,0,194926.86,0
15655774,583,França,Homem,27,7,0.0,2,1,0,51285.49,0
15590241,750,Espanha,Mulher,34,9,112822.26,1,0,0,150401.53,1
15785819,681,França,Homem,38,3,0.0,2,1,1,112491.96,0
15723654,773,França,Homem,25,2,135903.33,1,1,0,73656.38,0
15774510,714,França,Mulher,31,4,125169.26,1,1,1,106636.89,0
15684173,687,Espanha,Mulher,44,7,0.0,3,1,0,155853.52,1
15650068,511,França,Homem,58,0,149117.31,1,1,1,162599.51,0
15811490,627,França,Homem,33,5,0.0,2,1,1,103737.82,0
15803976,694,França,Mulher,31,10,0.0,2,1,0,160990.27,0
15682541,616,Espanha,Mulher,36,6,132311.71,1,0,0,15462.84,0
15695699,687,França,Homem,35,8,0.0,2,1,0,10334.05,0
15624188,712,França,Mulher,33,6,0.0,2,1,1,190686.16,0
15812191,553,França,Homem,33,4,118082.89,1,0,0,94440.45,0
15636673,667,França,Homem,31,1,119266.69,1,1,1,28257.63,0
15594898,731,França,Homem,43,2,0.0,1,1,1,170034.95,1
15660211,629,Alemanha,Homem,35,7,156847.29,2,1,0,31824.29,0
15773972,614,França,Homem,50,4,137104.47,1,1,0,127166.49,1
15746726,438,Alemanha,Homem,31,8,78398.69,1,1,0,44937.01,0
15712287,652,França,Mulher,80,4,0.0,2,1,1,188603.07,0
15702919,729,Alemanha,Homem,30,6,63669.42,1,1,0,145111.37,0
15674398,642,França,Homem,38,3,0.0,2,0,0,171463.83,0
15797960,806,Alemanha,Mulher,59,0,135296.33,1,1,0,182822.5,0
15631868,744,Espanha,Homem,36,2,153804.44,1,1,1,87213.33,0
15581539,474,Espanha,Homem,37,3,0.0,2,0,0,57175.32,0
15662736,559,França,Homem,49,2,147069.78,1,1,0,120540.83,1
15666252,706,Espanha,Homem,42,9,0.0,2,1,1,28714.34,0
15677512,628,Espanha,Mulher,22,3,0.0,1,1,0,85426.28,0
15626114,429,França,Homem,24,4,95741.75,1,1,0,46170.75,0
15810834,525,Espanha,Mulher,57,2,145965.33,1,1,1,64448.36,0
15678910,680,França,Mulher,30,8,141441.75,1,1,1,16278.97,0
15694408,749,França,Homem,40,1,139290.41,1,1,0,182855.42,1
15585215,763,França,Mulher,31,4,0.0,2,0,0,50404.72,0
15682757,734,França,Homem,30,3,0.0,2,1,0,107640.25,0
15736601,716,França,Homem,35,4,144428.87,1,1,0,134132.65,0
15601848,594,França,Homem,35,2,0.0,2,1,0,103480.69,0
15736008,644,França,Mulher,46,9,95441.27,1,1,0,108761.05,1
15669064,671,Alemanha,Homem,35,1,144848.74,1,1,1,179012.3,0
15624528,664,Alemanha,Homem,26,7,116244.14,2,1,1,95145.14,0
15598493,656,França,Homem,50,7,0.0,2,0,1,72143.44,0
15601274,667,Espanha,Mulher,40,1,146502.07,1,1,0,19162.89,0
15702669,663,Alemanha,Homem,44,2,117028.6,2,0,1,144680.18,0
15728669,584,Alemanha,Mulher,30,8,112013.81,1,1,0,177772.03,1
15742668,626,Espanha,Mulher,37,6,108269.37,1,1,0,5597.94,0
15697441,485,França,Homem,29,7,182123.79,1,1,0,116828.51,1
15740476,659,Alemanha,Mulher,32,3,150923.74,2,0,1,174652.51,0
15648064,649,França,Homem,33,2,0.0,2,1,0,2010.98,0
15636624,805,Espanha,Mulher,39,5,165272.13,1,1,0,14109.85,1
15807923,716,Alemanha,Mulher,39,10,115301.31,1,1,0,43527.4,1
15745844,642,Alemanha,Mulher,40,6,129502.49,2,0,1,86099.23,1
15786170,659,França,Homem,31,4,118342.26,1,0,0,161574.19,0
15681081,545,Espanha,Mulher,47,5,0.0,2,1,1,38970.14,0
15684484,543,França,Homem,22,8,0.0,2,0,0,127587.22,0
15785869,718,França,Mulher,25,7,0.0,2,1,0,30380.12,0
15763859,840,França,Mulher,43,7,0.0,2,1,0,90908.95,0
15658935,630,Alemanha,Mulher,34,9,106937.05,2,1,0,138275.01,0
15747358,643,Alemanha,Homem,59,3,170331.37,1,1,1,32171.79,0
15735203,654,Alemanha,Mulher,32,1,114510.85,1,1,1,126143.23,0
15576256,582,França,Homem,39,5,0.0,2,1,1,129892.93,0
15659420,659,Espanha,Homem,32,3,107594.11,2,1,1,102416.84,0
15593365,762,Espanha,Homem,39,2,81273.13,1,1,1,18719.67,0
15777352,568,Espanha,Mulher,32,7,169399.6,1,1,0,61936.22,0
15812007,670,Espanha,Homem,25,6,0.0,2,1,1,78358.94,0
15625461,613,França,Mulher,45,1,187841.99,2,1,1,147224.27,0
15739438,539,França,Homem,30,0,0.0,2,1,0,160979.66,0
15611759,850,Espanha,Mulher,57,8,126776.3,2,1,1,132298.49,0
15661629,522,Espanha,Homem,34,9,126436.29,1,1,0,174248.52,1
15633950,737,França,Homem,41,1,101960.74,1,1,1,123547.28,0
15592386,520,França,Homem,58,3,0.0,2,0,1,32790.02,0
15803716,706,Espanha,Homem,28,3,0.0,2,0,1,181543.67,0
15696674,643,Alemanha,Mulher,45,2,150842.93,1,0,1,2319.96,1
15706365,648,França,Mulher,50,9,102535.57,1,1,1,189543.19,0
15745088,443,Alemanha,Mulher,29,9,99027.61,2,1,0,10940.4,0
15676715,640,França,Homem,68,9,0.0,2,1,1,199493.38,0
15613085,628,Espanha,Mulher,33,3,0.0,1,1,1,188193.25,0
15633537,540,Alemanha,Mulher,42,9,87271.41,2,1,0,172572.64,0
15594720,460,Alemanha,Mulher,35,8,102742.91,2,1,1,189339.6,0
15684042,636,Alemanha,Homem,34,2,40105.51,2,0,1,53512.16,0
15583303,593,França,Mulher,29,2,152265.43,1,1,0,34004.44,0
15611579,801,Espanha,Homem,42,4,141947.67,1,1,1,10598.29,0
15774696,640,Alemanha,Mulher,75,1,106307.91,2,0,1,113428.77,0
15694506,611,Alemanha,Homem,31,0,107884.81,2,1,1,183487.98,0
15688074,802,Alemanha,Homem,31,1,125013.72,1,1,1,187658.09,0
15759537,717,Alemanha,Homem,35,7,58469.37,2,1,1,172459.39,0
15758449,769,França,Mulher,39,8,0.0,1,0,1,21016.0,0
15583456,745,Alemanha,Homem,45,10,117231.63,3,1,1,122381.02,1
15667871,572,Espanha,Homem,35,4,152390.26,1,1,0,128123.66,0
15677371,629,Espanha,Mulher,30,2,34013.63,1,1,0,19570.63,0
15629677,687,Espanha,Mulher,39,2,0.0,3,0,0,188150.6,1
15713578,483,França,Mulher,50,9,0.0,2,1,1,111020.24,0
15591509,690,França,Homem,36,7,101583.11,2,1,0,123775.15,0
15568240,492,Alemanha,Mulher,30,10,77168.87,2,0,1,146700.22,0
15622993,709,Alemanha,Homem,28,8,124695.72,2,1,0,145251.35,0
